study_hours_per_day,attendance_percentage,previous_exam_score,assignments_completed,sleep_hours,participation_in_class,internet_usage_time,extra_study_activities,stress_level,final_score
5.3,72.2,76.1,58.9,6.3,medium,1.2,1,medium,99.0
1.8,82.8,77.0,71.2,7.7,high,2.2,0,medium,93.7
4.5,94.6,75.2,72.4,6.5,high,1.8,1,low,99.0
6.3,71.0,68.6,100.0,7.6,high,2.6,1,medium,99.0
6.4,81.9,61.7,60.2,7.5,medium,4.1,1,medium,99.0
6.3,94.2,74.8,86.4,7.2,medium,2.6,0,low,99.0
4.8,79.8,66.7,83.7,8.0,medium,4.6,1,medium,99.0
3.3,78.3,93.0,85.0,5.4,medium,5.3,0,low,99.0
3.0,95.6,88.4,98.5,5.9,medium,5.4,1,medium,99.0
5.3,80.9,79.2,98.2,6.8,high,1.4,1,high,99.0
5.3,95.0,75.9,73.2,5.5,medium,5.9,1,high,99.0
6.8,88.3,69.9,82.9,6.7,low,6.0,1,medium,99.0
6.5,80.6,54.6,52.0,6.7,high,6.2,0,high,99.0
4.5,88.8,68.2,81.5,8.5,high,3.1,0,high,99.0
2.7,87.2,72.3,68.1,7.3,medium,2.0,1,medium,99.0
4.2,94.2,74.0,77.2,8.2,medium,1.6,1,high,99.0
5.0,78.5,77.1,54.7,7.4,medium,1.4,1,medium,99.0
4.4,84.4,83.0,86.1,6.5,high,3.4,0,low,99.0
3.8,83.4,62.0,54.6,7.2,medium,4.9,0,high,97.5
5.1,91.0,62.1,82.2,7.9,medium,5.8,0,medium,99.0
3.9,73.7,89.9,61.6,8.4,low,2.5,1,medium,99.0
3.7,94.2,81.0,67.3,7.0,low,3.3,1,low,99.0
5.2,88.7,65.9,97.3,5.3,high,3.2,0,low,99.0
4.1,70.8,69.6,88.8,5.2,medium,2.3,1,low,99.0
5.1,96.1,69.7,97.2,6.7,low,4.7,0,low,99.0
5.1,100.0,71.4,100.0,4.5,low,4.1,0,high,99.0
2.9,94.0,77.1,68.4,9.1,medium,3.7,0,medium,99.0
3.9,98.3,99.0,100.0,7.8,high,4.0,0,high,99.0
7.0,84.9,73.5,58.0,6.4,medium,4.5,1,low,99.0
2.8,67.4,79.6,91.2,5.9,high,4.5,0,medium,98.9
1.3,65.6,49.1,72.6,8.2,high,1.9,1,high,64.1
1.7,86.6,64.7,66.0,5.9,medium,5.0,0,low,81.5
4.7,78.1,87.0,89.2,6.0,high,3.9,1,medium,99.0
4.7,74.9,76.2,94.2,6.3,low,2.6,0,high,99.0
4.5,83.4,35.0,93.7,7.2,medium,3.8,0,low,99.0
6.6,90.2,79.8,83.2,7.8,low,4.0,1,low,99.0
0.5,69.5,95.9,82.0,8.4,low,5.3,1,high,61.7
5.3,79.5,45.1,87.9,8.2,low,1.5,1,medium,99.0
7.2,99.1,90.8,84.6,7.1,low,5.8,0,medium,99.0
2.9,73.2,35.0,88.1,8.2,high,3.4,0,low,93.1
4.1,92.7,83.2,83.1,6.4,medium,2.5,1,medium,99.0
3.5,79.2,70.9,92.6,5.1,high,2.4,0,medium,99.0
3.3,89.5,40.5,55.6,6.4,medium,1.6,0,medium,95.9
4.2,95.0,76.8,78.0,6.2,medium,0.3,0,medium,99.0
7.0,91.4,86.0,59.2,6.4,low,4.6,0,high,99.0
7.6,93.1,75.7,84.2,6.0,medium,7.0,0,high,99.0
4.2,72.5,78.6,100.0,6.6,medium,0.5,0,medium,99.0
7.7,95.1,65.6,72.9,7.8,high,1.7,1,medium,99.0
4.8,75.5,46.8,81.9,9.0,high,4.8,0,medium,99.0
7.5,86.6,80.0,91.3,5.2,low,3.3,1,high,99.0
4.6,86.6,93.7,49.0,5.7,medium,4.9,0,low,99.0
4.9,88.9,85.7,72.2,6.2,medium,3.2,0,high,99.0
5.3,87.4,45.2,85.5,7.9,medium,2.4,0,medium,99.0
9.0,75.6,51.3,36.5,6.9,low,3.0,1,high,99.0
6.1,70.5,60.0,65.3,6.3,medium,0.0,1,high,99.0
3.6,92.7,50.3,96.5,7.9,high,1.3,1,low,99.0
6.3,85.9,71.6,95.0,8.2,medium,5.1,0,medium,99.0
4.1,95.5,76.1,85.6,7.1,medium,5.5,0,medium,99.0
3.9,83.6,52.4,93.2,6.2,low,5.9,1,medium,99.0
6.2,69.9,81.1,83.2,7.4,high,4.2,1,high,99.0
4.7,93.7,78.8,88.3,6.8,low,0.0,0,low,99.0
5.1,80.3,63.9,75.3,6.8,medium,2.3,1,medium,99.0
4.7,87.4,68.8,81.7,6.5,medium,5.8,1,high,99.0
5.2,77.5,45.7,70.5,8.1,high,6.3,1,high,99.0
5.4,100.0,66.7,99.0,7.4,high,5.9,0,low,99.0
1.6,75.2,71.1,100.0,8.2,low,3.0,0,high,70.6
5.8,80.6,73.2,100.0,8.6,low,1.0,0,low,99.0
3.1,85.1,75.9,73.9,7.6,high,3.3,1,medium,99.0
2.4,73.1,74.2,65.7,6.5,medium,3.4,1,medium,97.7
4.6,87.3,67.6,99.2,8.2,low,6.2,0,medium,99.0
4.8,100.0,74.7,88.2,7.6,high,3.8,0,low,99.0
3.6,79.1,84.0,84.9,10.0,low,3.4,1,medium,99.0
6.0,88.0,69.8,70.5,7.4,medium,3.5,0,medium,99.0
2.6,56.5,75.1,86.4,7.9,medium,4.1,0,high,71.2
4.0,83.6,68.6,63.7,7.4,high,4.5,0,medium,99.0
3.8,80.9,62.6,89.5,7.0,high,2.1,1,high,99.0
4.6,75.8,77.8,100.0,6.8,medium,1.5,1,medium,99.0
5.1,94.8,63.8,100.0,7.4,medium,5.9,1,medium,99.0
3.1,80.7,76.0,90.6,7.7,high,0.4,0,low,99.0
5.9,82.2,71.4,59.3,8.4,high,6.3,0,low,99.0
4.8,80.2,67.0,83.0,7.4,medium,0.0,1,medium,99.0
1.7,64.8,66.7,100.0,6.6,medium,2.3,1,high,79.6
1.6,72.7,64.4,67.0,6.7,high,5.1,1,medium,87.1
4.7,93.6,49.6,79.1,5.6,low,3.4,0,medium,99.0
4.3,62.9,76.0,100.0,8.9,low,1.0,0,high,99.0
4.5,76.3,74.0,89.3,6.5,medium,4.2,1,high,99.0
4.7,80.0,82.0,100.0,8.2,high,3.5,0,medium,99.0
5.1,100.0,64.1,69.0,7.4,low,3.0,1,high,99.0
6.2,91.7,95.6,65.2,7.4,medium,2.3,0,medium,99.0
2.9,78.4,66.1,98.4,7.0,medium,3.3,0,medium,95.6
2.8,97.0,59.6,62.1,6.2,low,2.4,1,high,95.2
3.0,76.6,58.1,77.0,6.0,medium,7.8,0,medium,88.1
5.2,94.1,48.5,79.0,9.0,medium,3.0,0,high,99.0
6.7,70.4,90.9,95.5,7.2,medium,2.7,0,medium,99.0
4.0,94.7,88.8,89.2,8.3,high,2.4,0,high,99.0
0.7,79.9,78.8,86.9,8.6,low,6.6,1,high,65.6
2.0,73.7,59.4,74.0,6.6,high,0.4,1,medium,92.3
3.4,81.8,94.5,98.2,7.6,medium,4.0,0,low,99.0
3.8,86.8,66.4,100.0,7.1,low,3.0,1,medium,99.0
4.0,79.1,67.5,90.4,5.8,low,0.8,0,high,99.0
4.8,89.5,89.7,81.5,6.9,medium,1.9,1,medium,99.0
4.2,78.2,79.6,60.5,7.7,medium,4.0,0,high,98.1
6.4,90.2,99.0,70.4,6.6,medium,1.8,1,medium,99.0
3.6,88.4,74.2,76.8,6.7,high,3.9,1,medium,99.0
3.3,83.4,65.8,72.0,6.9,medium,6.5,1,high,99.0
5.5,79.6,63.0,79.8,9.4,high,3.7,0,high,99.0
2.2,85.5,47.0,100.0,5.1,low,0.8,0,medium,78.5
5.3,89.5,67.4,98.7,7.7,low,1.9,1,low,99.0
4.9,100.0,85.9,77.6,6.8,medium,2.9,1,high,99.0
4.5,93.4,78.8,61.9,6.4,medium,2.8,0,high,99.0
7.2,93.8,71.3,100.0,6.8,low,3.7,0,medium,99.0
3.7,100.0,58.1,79.3,7.8,low,4.0,1,medium,99.0
8.0,89.2,73.9,54.1,7.9,low,6.5,0,low,99.0
4.3,88.8,84.2,90.7,7.3,high,3.4,1,medium,99.0
2.7,91.0,76.6,95.4,8.3,medium,1.3,1,low,99.0
4.8,73.9,73.2,43.6,8.5,high,5.5,1,low,99.0
3.0,79.6,60.6,67.6,8.0,low,5.7,0,high,79.9
3.5,78.9,82.3,78.3,6.5,medium,3.8,1,medium,99.0
5.3,90.5,35.0,91.0,7.6,medium,3.0,0,high,99.0
5.6,82.3,76.0,72.3,7.6,medium,4.5,1,medium,99.0
3.7,85.4,99.0,67.5,6.2,high,3.0,0,low,99.0
6.3,94.9,51.4,90.9,5.4,high,0.0,1,medium,99.0
6.6,92.6,67.9,73.0,4.9,low,4.4,1,low,99.0
7.0,82.4,70.9,88.1,7.2,medium,5.0,1,medium,99.0
5.5,77.3,65.0,63.3,7.4,high,6.0,1,high,99.0
6.9,95.4,84.5,59.7,5.8,low,2.1,1,high,99.0
1.7,91.7,77.1,91.3,8.3,medium,3.8,0,high,81.2
4.2,67.9,73.0,83.8,7.3,medium,3.8,0,high,99.0
3.3,80.9,81.4,93.8,8.6,medium,3.6,0,high,99.0
4.9,85.7,71.2,72.0,7.5,medium,3.6,1,medium,99.0
3.8,91.8,99.0,68.1,5.9,medium,3.5,0,high,99.0
4.4,93.1,73.0,100.0,7.6,high,3.8,1,medium,99.0
7.7,86.8,73.5,57.2,7.8,medium,4.7,0,low,99.0
4.4,89.9,48.8,98.8,6.5,high,5.6,0,high,99.0
5.4,84.6,63.9,99.8,5.5,high,2.0,1,high,99.0
4.3,77.3,85.9,92.9,7.2,medium,3.1,1,medium,99.0
4.8,81.4,53.6,69.7,6.0,medium,2.6,0,high,97.4
4.7,84.2,43.0,67.8,8.3,medium,2.4,1,low,99.0
5.4,83.7,71.4,76.8,6.7,high,0.5,0,high,99.0
6.6,65.1,88.8,60.6,9.0,low,3.4,0,high,99.0
7.3,80.0,71.6,65.6,4.8,high,4.3,1,medium,99.0
5.2,84.6,66.6,89.7,7.2,medium,3.1,1,high,99.0
5.6,81.2,46.8,89.7,8.7,medium,3.4,1,high,99.0
2.9,81.5,76.9,64.3,6.1,medium,4.2,0,high,94.6
4.6,88.9,79.6,90.1,6.9,medium,5.9,1,high,99.0
6.2,73.2,47.8,86.8,6.7,medium,2.6,1,medium,99.0
6.1,67.7,85.7,100.0,6.3,medium,1.3,1,medium,99.0
5.0,80.5,81.0,88.5,7.4,medium,3.2,0,medium,99.0
6.1,91.6,85.7,95.9,5.7,medium,6.8,0,medium,99.0
5.5,100.0,78.6,87.2,7.0,medium,1.3,0,medium,99.0
6.6,91.8,79.5,94.7,7.7,medium,4.6,0,low,99.0
5.2,69.3,77.8,60.7,6.9,medium,5.5,0,medium,99.0
4.1,81.7,82.3,78.2,6.0,low,0.0,0,high,99.0
5.2,86.6,47.4,79.4,8.2,high,4.1,1,high,99.0
0.5,85.8,51.5,76.3,7.9,medium,4.5,1,high,67.7
5.3,89.4,61.4,86.7,6.0,medium,2.9,0,low,99.0
0.5,74.8,69.3,89.5,5.7,medium,2.2,1,medium,77.0
1.9,84.6,76.0,85.9,6.1,medium,2.3,1,medium,94.6
5.4,88.2,75.2,77.3,7.7,high,2.8,0,low,99.0
5.5,92.3,85.5,69.0,7.4,medium,2.9,0,medium,99.0
2.8,75.9,85.9,96.5,8.0,low,2.5,1,medium,99.0
3.6,80.5,59.7,85.2,6.7,medium,2.8,1,high,94.0
6.9,57.0,74.1,64.7,6.1,medium,5.5,1,medium,99.0
3.9,77.8,60.0,77.1,8.1,low,1.2,1,high,99.0
8.3,78.8,68.6,53.9,6.5,low,0.3,1,high,99.0
4.7,73.8,75.2,80.5,7.3,medium,5.6,1,high,99.0
5.4,85.7,35.0,77.0,5.4,high,3.1,0,low,99.0
7.3,83.4,99.0,71.4,6.5,low,2.7,1,medium,99.0
4.9,61.4,78.4,100.0,8.2,medium,3.2,1,high,99.0
3.1,86.2,63.3,62.7,6.3,high,3.8,0,low,99.0
4.5,74.7,96.1,90.6,8.0,high,2.5,1,low,99.0
4.6,88.9,66.5,100.0,4.5,medium,4.3,1,high,99.0
2.5,71.2,72.7,96.2,6.5,high,1.7,1,high,99.0
4.3,84.3,64.7,79.5,6.9,low,2.9,0,high,98.5
3.5,81.2,92.5,63.0,9.0,high,0.0,1,low,99.0
6.2,87.0,69.6,59.6,5.8,low,5.5,1,medium,99.0
4.8,85.2,72.9,73.8,7.8,medium,3.1,0,high,99.0
4.2,81.4,86.6,69.7,8.3,medium,4.6,0,medium,99.0
4.5,68.6,78.6,69.2,6.3,high,4.3,0,low,99.0
5.1,69.2,70.3,75.1,6.7,low,4.4,0,low,99.0
5.7,78.2,85.4,78.5,7.3,medium,3.4,0,medium,99.0
3.1,83.9,99.0,87.3,5.5,medium,4.1,1,medium,99.0
3.0,77.9,75.1,61.4,6.6,low,1.7,1,high,98.3
6.5,90.3,72.5,69.8,8.5,high,1.3,1,medium,99.0
4.0,81.2,73.2,77.6,7.7,medium,3.2,1,low,99.0
2.4,74.3,88.0,77.1,6.9,low,2.2,1,high,97.8
5.4,81.2,63.2,100.0,7.2,medium,6.0,1,high,99.0
5.4,86.3,67.4,83.5,7.7,medium,4.1,0,medium,99.0
2.3,87.2,51.0,55.8,7.9,low,2.1,0,high,72.0
5.1,100.0,55.6,86.3,6.5,medium,2.9,1,low,99.0
5.9,77.3,64.3,88.2,8.8,medium,3.6,1,medium,99.0
5.3,83.3,70.3,78.1,8.5,medium,3.3,1,low,99.0
5.7,88.3,94.0,61.8,7.8,medium,3.9,1,medium,99.0
2.5,83.8,78.0,100.0,6.2,high,3.5,1,high,99.0
5.2,79.0,59.1,64.0,6.0,medium,0.9,1,high,99.0
4.2,68.5,61.5,89.9,6.7,medium,0.0,1,low,99.0
3.9,78.9,88.9,83.0,7.2,high,2.7,0,medium,99.0
6.1,73.3,85.6,89.0,5.2,medium,4.4,1,high,99.0
7.1,66.7,71.4,100.0,7.6,medium,2.7,0,medium,99.0
7.6,76.0,65.2,88.4,8.5,high,5.6,1,medium,99.0
6.8,73.5,85.6,71.6,7.7,medium,3.3,1,medium,99.0
4.5,89.8,58.1,96.6,6.4,high,5.8,1,medium,99.0
5.3,90.0,76.1,70.5,6.2,medium,5.5,0,medium,99.0
5.9,75.0,99.0,82.5,7.4,medium,5.3,1,medium,99.0
4.9,81.4,73.7,60.6,6.9,medium,1.2,1,medium,99.0
4.9,65.4,60.9,64.5,7.6,low,3.4,0,medium,94.0
6.0,79.1,76.3,80.8,7.8,high,5.6,1,medium,99.0
4.6,88.0,64.9,85.5,8.3,medium,3.9,1,low,99.0
3.5,92.2,52.9,54.5,5.9,high,4.4,0,low,99.0
4.0,76.9,80.1,87.5,7.3,medium,0.9,1,medium,99.0
5.7,94.5,85.5,67.7,6.7,high,6.9,0,high,99.0
4.7,68.8,67.0,99.2,7.0,high,2.0,1,high,99.0
5.2,71.5,66.1,74.7,8.1,medium,0.0,0,low,99.0
5.8,91.1,58.5,63.1,8.2,high,2.8,1,medium,99.0
4.1,100.0,69.1,81.1,8.6,high,0.0,0,medium,99.0
5.9,88.9,63.7,66.3,7.6,medium,1.4,0,medium,99.0
5.3,83.6,57.9,99.0,7.0,medium,8.0,0,medium,99.0
2.7,62.0,95.6,80.0,6.8,low,2.7,0,high,86.8
7.0,63.8,77.1,77.7,5.2,low,0.8,0,low,99.0
3.9,85.3,78.4,88.9,8.6,medium,3.4,1,medium,99.0
2.1,80.4,82.5,64.9,6.7,medium,1.8,1,medium,96.9
3.0,72.9,81.0,60.7,7.7,medium,5.0,1,medium,99.0
3.1,84.7,65.6,86.1,7.8,medium,1.8,1,low,99.0
4.8,85.2,74.5,63.5,5.7,medium,3.9,1,medium,99.0
4.3,93.4,67.5,63.5,6.1,medium,1.3,0,low,99.0
4.2,85.4,76.7,92.6,8.8,high,8.1,0,high,99.0
5.7,96.3,75.4,87.9,7.4,high,4.3,0,medium,99.0
5.2,84.1,66.0,61.2,6.5,high,3.1,1,medium,99.0
5.2,82.8,53.7,70.7,7.0,medium,2.9,0,high,99.0
5.4,94.6,72.9,66.4,8.3,medium,2.4,0,high,99.0
5.7,74.2,68.3,100.0,8.1,high,2.0,0,medium,99.0
1.3,100.0,46.4,93.6,5.5,low,2.0,0,high,71.8
4.1,87.8,77.6,73.7,8.9,low,6.4,1,high,99.0
1.2,87.8,83.5,88.6,8.2,medium,2.4,1,low,94.7
4.8,89.3,99.0,59.7,6.9,medium,0.0,0,medium,99.0
4.7,100.0,65.9,69.9,5.8,medium,1.3,0,medium,99.0
6.4,91.9,64.0,81.6,8.3,low,5.1,0,medium,99.0
6.6,67.9,56.6,86.8,7.6,high,2.9,0,high,99.0
5.0,98.0,73.7,78.5,5.5,low,3.2,0,medium,99.0
3.9,80.6,73.6,83.7,6.8,medium,5.5,0,low,99.0
5.5,85.1,60.5,81.2,10.0,medium,2.0,0,medium,99.0
3.9,71.2,68.7,77.5,7.1,medium,4.5,0,high,95.9
4.7,89.3,45.3,75.6,6.3,high,2.2,1,medium,99.0
6.3,77.5,83.0,73.6,6.0,low,4.4,1,low,99.0
3.8,85.0,61.0,83.5,9.0,low,2.7,1,medium,96.8
6.0,81.2,70.5,86.2,8.0,low,3.0,1,medium,99.0
5.8,100.0,52.5,83.0,8.6,high,4.9,0,low,99.0
3.2,100.0,63.4,62.3,7.4,high,4.7,0,medium,99.0
6.3,84.5,67.4,65.0,8.5,medium,3.1,1,low,99.0
5.8,84.6,70.9,86.0,6.2,medium,2.6,1,medium,99.0
4.9,80.3,77.2,100.0,7.3,high,6.3,1,low,99.0
3.5,95.1,89.7,82.3,7.4,medium,4.5,0,low,99.0
3.3,80.7,80.5,73.8,8.6,low,2.7,0,medium,99.0
3.8,79.8,83.5,83.4,7.5,medium,2.2,1,low,99.0
5.6,93.8,89.8,62.9,6.4,medium,5.2,1,low,99.0
3.2,78.6,78.4,99.6,7.2,medium,3.6,1,medium,99.0
5.4,83.6,70.5,82.8,5.3,medium,3.1,1,low,99.0
2.7,68.2,84.1,70.0,4.5,medium,3.6,0,low,94.8
4.4,91.0,84.9,77.5,8.0,medium,4.0,0,medium,99.0
4.9,100.0,79.4,72.1,6.7,medium,3.3,1,medium,99.0
8.6,91.2,52.1,99.7,6.8,low,5.6,1,medium,99.0
2.5,98.6,60.1,77.0,8.0,high,5.7,1,high,99.0
7.1,75.5,67.4,82.3,8.6,high,4.4,1,medium,99.0
4.9,86.4,81.1,88.6,7.7,low,5.9,1,medium,99.0
5.4,74.6,70.7,68.9,9.2,low,3.4,1,high,99.0
4.9,81.7,85.8,82.9,7.7,low,4.6,1,medium,99.0
5.4,91.7,88.1,84.1,7.4,low,5.2,0,high,99.0
4.5,85.0,86.6,56.7,7.4,low,5.2,1,medium,99.0
7.0,69.9,86.7,83.8,5.7,low,5.0,0,medium,99.0
4.0,70.8,57.5,79.3,8.2,high,4.5,1,high,99.0
6.5,70.2,77.3,81.9,4.4,high,6.9,1,low,99.0
3.7,88.9,63.1,80.5,6.5,high,2.4,1,high,99.0
4.6,100.0,49.6,83.9,7.1,medium,3.1,1,medium,99.0
3.0,97.6,67.3,100.0,6.2,high,3.0,1,medium,99.0
5.4,65.0,88.2,62.3,6.6,high,2.7,0,medium,99.0
7.0,98.2,77.0,74.9,9.1,high,0.0,0,medium,99.0
4.6,93.4,97.2,90.0,8.3,high,5.9,1,low,99.0
4.4,68.5,73.3,87.2,6.3,high,1.6,1,high,99.0
2.9,81.0,99.0,86.9,6.6,high,3.7,1,medium,99.0
4.3,95.0,73.3,100.0,5.7,medium,0.8,0,high,99.0
2.2,89.5,71.3,89.2,7.9,medium,4.5,1,medium,99.0
3.2,70.9,54.4,97.0,6.8,low,2.0,1,medium,92.5
5.1,90.1,85.4,75.4,4.9,medium,1.4,0,medium,99.0
6.8,62.6,64.5,65.1,7.2,low,3.7,0,medium,99.0
9.0,81.8,62.6,75.3,7.6,low,2.1,0,medium,99.0
3.8,95.4,87.7,90.7,8.2,low,2.4,1,high,99.0
7.0,84.2,86.1,86.1,7.0,medium,3.7,1,high,99.0
5.1,79.0,85.7,86.0,6.7,high,4.8,1,medium,99.0
4.5,92.9,66.3,76.8,9.3,medium,1.9,0,medium,99.0
5.4,93.7,70.3,74.4,7.1,medium,1.6,0,medium,99.0
4.8,97.1,70.2,77.3,7.9,medium,3.4,1,medium,99.0
4.9,92.7,81.2,90.9,6.5,medium,4.4,0,medium,99.0
4.0,94.8,91.2,92.6,7.9,medium,6.0,1,medium,99.0
2.5,91.3,75.8,64.9,5.5,medium,1.5,0,low,99.0
2.2,86.7,96.7,91.4,6.6,low,2.8,1,low,99.0
5.7,84.9,82.7,70.2,5.8,medium,5.5,1,high,99.0
4.3,81.6,67.9,87.0,6.4,low,7.0,1,high,99.0
3.7,71.9,81.8,77.1,8.5,medium,1.6,0,high,99.0
4.7,74.4,93.2,100.0,6.4,high,2.1,1,medium,99.0
6.0,81.2,97.0,73.7,7.9,high,4.1,1,medium,99.0
5.0,86.4,86.4,82.7,8.8,medium,2.4,0,medium,99.0
3.7,98.4,71.3,89.1,7.1,high,2.0,0,high,99.0
6.7,83.6,68.2,66.9,8.2,high,3.8,0,medium,99.0
7.2,94.0,78.5,78.9,7.7,high,6.2,0,medium,99.0
5.5,94.8,92.8,76.0,7.2,medium,1.0,0,low,99.0
6.3,81.7,76.6,72.3,7.9,medium,6.1,0,low,99.0
6.7,89.9,76.9,73.4,9.1,medium,2.4,1,low,99.0
6.5,81.6,71.7,96.7,6.4,low,4.0,1,medium,99.0
5.7,97.2,66.7,71.0,6.0,medium,6.3,1,high,99.0
5.7,90.4,68.9,88.5,6.0,medium,4.0,1,high,99.0
5.5,72.1,72.8,84.7,8.2,medium,2.9,1,medium,99.0
2.9,85.6,93.3,59.0,8.3,high,4.7,1,medium,99.0
5.8,100.0,67.9,87.8,6.5,medium,3.1,1,high,99.0
2.5,82.2,71.7,58.8,4.8,high,4.3,0,low,97.4
3.4,88.5,59.8,89.4,6.4,high,3.0,0,high,99.0
6.8,89.5,80.3,72.4,7.7,high,5.0,1,high,99.0
6.0,73.6,88.8,80.1,7.0,high,0.9,0,medium,99.0
7.1,89.1,92.1,60.6,7.3,low,1.6,1,low,99.0
4.3,70.1,73.6,81.8,6.5,low,0.9,1,low,99.0
2.9,77.7,78.5,93.9,8.2,high,3.3,1,medium,99.0
4.3,94.8,69.0,67.9,7.5,low,0.6,1,high,99.0
4.9,87.6,77.9,70.9,7.7,medium,2.2,1,medium,99.0
4.8,81.0,75.1,86.8,7.3,medium,1.4,0,medium,99.0
6.5,88.5,71.8,87.2,7.7,medium,6.1,1,medium,99.0
4.1,83.4,72.8,43.5,7.6,medium,1.6,1,high,99.0
5.3,84.1,76.9,100.0,6.1,medium,1.1,1,medium,99.0
3.1,90.6,67.2,87.9,7.5,medium,3.8,1,low,99.0
5.4,76.7,67.8,90.5,8.0,medium,6.4,0,medium,99.0
4.7,84.4,93.2,77.8,8.4,low,3.2,0,medium,99.0
3.5,80.9,99.0,52.2,7.6,medium,3.3,0,medium,99.0
4.3,68.1,55.3,90.1,6.0,low,5.7,0,medium,99.0
4.4,74.8,54.6,71.5,6.2,medium,5.0,1,medium,99.0
4.3,99.7,58.6,88.2,6.6,low,4.2,1,high,99.0
7.5,87.8,69.7,76.7,7.3,low,2.4,0,high,99.0
4.5,70.8,82.6,83.6,7.0,high,4.2,1,high,99.0
4.3,68.6,78.7,68.4,5.9,medium,1.0,1,high,99.0
1.3,82.9,73.2,93.0,5.9,high,2.3,1,medium,92.0
3.3,99.6,77.9,62.2,4.8,medium,6.0,0,medium,99.0
4.3,82.1,62.0,100.0,4.0,medium,5.7,1,medium,99.0
3.6,97.1,67.8,100.0,7.0,medium,4.2,0,low,99.0
6.9,87.5,70.7,100.0,9.7,high,0.0,1,high,99.0
4.4,88.7,50.4,99.1,9.1,medium,1.2,1,low,99.0
6.8,70.6,55.9,78.7,6.0,medium,2.2,1,medium,99.0
4.8,93.4,56.4,97.5,7.3,medium,3.1,1,medium,99.0
4.8,80.7,80.9,78.6,5.5,medium,1.1,1,high,99.0
4.6,92.6,74.2,56.7,5.7,high,3.0,0,medium,99.0
4.7,75.9,78.9,100.0,5.8,high,6.6,1,medium,99.0
7.5,85.8,47.1,96.9,6.9,medium,4.1,1,medium,99.0
1.0,87.5,51.7,79.5,6.9,medium,3.8,1,medium,79.7
1.5,82.5,79.6,61.6,7.4,medium,1.6,1,high,85.7
3.8,88.0,35.0,71.2,7.8,high,0.4,0,medium,99.0
4.7,81.3,86.9,52.7,6.7,medium,1.2,1,high,99.0
5.8,77.5,47.3,94.2,7.1,low,0.4,0,low,99.0
5.5,100.0,82.0,56.0,5.9,high,3.5,1,medium,99.0
4.1,94.5,59.4,84.3,5.6,high,4.1,1,high,99.0
6.3,76.4,84.6,67.3,5.5,medium,1.7,0,medium,99.0
6.3,89.7,99.0,58.6,7.8,medium,3.7,1,medium,99.0
5.0,76.6,41.4,83.6,6.7,medium,6.0,0,medium,99.0
6.2,72.2,80.0,75.0,5.0,high,6.9,1,high,99.0
5.1,94.3,47.5,92.6,7.0,medium,4.8,1,low,99.0
3.8,67.0,76.5,61.0,5.7,medium,3.1,0,medium,85.3
5.8,93.3,68.3,68.6,8.9,medium,4.7,1,high,99.0
4.9,81.5,72.7,44.2,6.5,medium,5.8,0,medium,99.0
4.7,81.9,59.1,47.2,7.8,low,0.0,0,medium,99.0
7.1,88.1,81.1,100.0,8.3,high,6.1,1,medium,99.0
0.8,89.8,52.2,100.0,6.0,low,2.4,1,medium,85.4
2.4,75.7,87.1,81.4,7.2,medium,2.4,0,high,87.8
2.8,91.2,65.7,67.6,7.7,high,2.8,1,medium,99.0
4.1,85.1,52.8,75.5,7.2,medium,4.0,0,high,99.0
4.3,71.4,91.7,93.1,7.5,medium,1.4,1,high,99.0
2.3,82.3,70.1,72.3,5.6,high,2.9,1,medium,98.0
3.1,97.8,95.8,83.6,7.7,low,4.3,1,medium,99.0
3.3,100.0,86.9,79.8,6.6,high,3.8,0,medium,99.0
8.6,91.2,60.6,71.5,7.5,low,4.1,0,high,99.0
7.6,72.1,69.9,72.1,8.1,medium,2.8,0,medium,99.0
4.0,88.9,72.6,84.4,7.8,medium,4.6,1,low,99.0
4.1,92.5,90.8,65.3,7.5,medium,5.3,1,high,99.0
2.9,91.3,76.7,86.8,7.8,medium,5.2,1,medium,99.0
1.6,91.8,73.3,72.9,7.9,medium,4.2,1,high,89.0
4.5,87.6,68.4,81.9,8.7,medium,5.1,1,medium,99.0
3.1,83.3,70.3,100.0,7.1,low,5.0,0,medium,97.1
4.6,77.9,88.0,77.5,7.3,high,8.2,1,medium,99.0
2.1,65.0,71.0,93.8,8.1,medium,5.6,1,high,86.5
3.5,87.4,65.9,53.1,6.6,medium,3.2,0,low,99.0
4.9,85.9,63.7,72.9,5.6,low,1.8,1,medium,99.0
5.3,89.6,63.8,80.4,7.6,medium,2.9,0,high,99.0
5.4,70.6,52.8,100.0,6.9,medium,2.8,1,high,99.0
2.6,90.5,61.2,50.6,5.8,medium,4.3,1,low,94.4
6.1,100.0,90.5,78.6,7.7,medium,2.1,0,medium,99.0
3.4,84.8,68.3,100.0,8.7,low,5.5,0,medium,93.6
5.7,83.4,80.2,68.2,5.3,medium,0.9,0,medium,99.0
4.7,87.1,38.8,76.8,8.2,high,0.5,1,low,99.0
2.5,100.0,78.4,85.0,4.3,low,3.2,1,medium,98.3
4.2,73.8,68.9,82.8,6.7,medium,1.9,0,medium,99.0
5.3,86.0,64.7,100.0,9.1,medium,1.1,1,medium,99.0
5.7,76.0,73.4,86.7,6.7,high,2.3,1,medium,99.0
4.5,78.5,64.6,99.9,7.2,low,2.0,1,high,99.0
7.2,83.5,43.4,74.6,7.9,low,3.4,1,medium,99.0
